
301–350,Grenoble Alpes UniversityFrance,42.4–45.1,30.9,22.9,74.9,33.8,60.7
301–350,University of HoustonUnited States,42.4–45.1,36.8,34.1,60.5,37.8,39.8
301–350,Iowa State UniversityUnited States,42.4–45.1,29.1,31.4,65.3,48.6,53.8
301–350,University of KentUnited KingdomExplore,42.4–45.1,25.1,23.6,67.8,32.1,90.2
301–350,Khalifa University of Science and TechnologyUnited Arab Emirates,42.4–45.1,23.4,18.7,71.4,84.5,97.9
301–350,Koç UniversityTurkeyExplore,42.4–45.1,25.7,32.1,65.2,84.3,53.8
301–350,University of LiègeBelgium,42.4–45.1,25.8,33.6,57.9,96.8,71.0
301–350,Loughborough UniversityUnited Kingdom,42.4–45.1,34.0,32.9,52.7,38.5,74.8
301–350,Medical University of GrazAustria,42.4–45.1,24.3,15.7,85.8,46.9,74.8
301–350,University of MilanItaly,42.4–45.1,34.1,25.9,73.7,42.9,41.4
301–350,Nagoya UniversityJapan,42.4–45.1,44.9,47.2,43.2,87.2,29.9
301–350,National Tsing Hua UniversityTaiwan,42.4–45.1,38.0,37.1,59.4,54.8,29.0
301–350,University of NavarraSpain,42.4–45.1,27.9,24.5,74.6,63.9,59.7
301–350,University of Nebraska-LincolnUnited StatesExplore,42.4–45.1,32.4,29.6,65.9,37.9,50.4
301–350,Oregon State UniversityUnited States,42.4–45.1,30.1,29.3,72.4,36.5,48.5
301–350,Polytechnic University of MilanItaly,42.4–45.1,32.2,31.7,65.0,58.1,53.1
301–350,Rensselaer Polytechnic InstituteUnited States,42.4–45.1,28.9,31.8,71.7,67.3,46.2
301–350,Rush UniversityUnited States,42.4–45.1,35.3,12.4,88.2,41.3,14.8
301–350,Sapienza University of RomeItaly,42.4–45.1,38.4,34.7,64.1,41.2,38.9
301–350,University of StirlingUnited KingdomExplore,42.4–45.1,24.4,25.7,76.2,33.6,76.7
301–350,University of TartuEstonia,42.4–45.1,24.5,25.3,83.6,33.5,50.4
301–350,University of TasmaniaAustraliaExplore,42.4–45.1,24.1,30.8,65.4,51.5,82.2
301–350,TU Dortmund UniversityGermany,42.4–45.1,34.9,31.1,64.0,45.5,42.0
301–350,Technion Israel Institute of TechnologyIsrael,42.4–45.1,32.7,34.8,58.6,39.0,64.4
301–350,"University of Tennessee, KnoxvilleUnited States",42.4–45.1,32.4,21.7,79.2,41.3,42.7
301–350,Tomsk Polytechnic UniversityRussian FederationExplore,42.4–45.1,29.0,17.7,81.5,69.7,50.9
301–350,University of VictoriaCanada,42.4–45.1,24.8,21.9,72.2,41.4,76.7
301–350,Victoria UniversityAustraliaExplore,42.4–45.1,24.1,23.2,73.4,39.5,71.1
301–350,Vienna University of TechnologyAustria,42.4–45.1,37.2,29.2,53.2,67.6,81.1
301–350,Virginia Polytechnic Institute and State UniversityUnited States,42.4–45.1,33.5,39.6,65.1,43.8,33.5
301–350,Vrije Universiteit BrusselBelgium,42.4–45.1,30.6,25.6,68.7,51.7,71.6
301–350,Washington State UniversityUnited States,42.4–45.1,29.3,27.7,70.3,50.9,45.6
351–400,University of AlabamaUnited States,40.0–42.3,30.0,20.6,76.7,33.3,27.7
351–400,American UniversityUnited States,40.0–42.3,39.4,23.6,66.8,38.2,32.2
351–400,Aston UniversityUnited Kingdom,40.0–42.3,23.7,26.4,63.3,33.7,92.1
351–400,Autonomous University of MadridSpainExplore,40.0–42.3,33.0,28.1,58.4,34.9,49.0
351–400,Brunel University LondonUnited Kingdom,40.0–42.3,28.1,25.4,53.9,36.3,93.1
351–400,University of CanberraAustralia,40.0–42.3,22.9,25.2,68.0,33.6,65.9
351–400,University of CanterburyNew Zealand,40.0–42.3,23.7,26.9,60.9,37.9,90.4
351–400,"City, University of LondonUnited KingdomExplore",40.0–42.3,26.6,26.7,57.8,33.4,93.0
351–400,Colorado State UniversityUnited States,40.0–42.3,28.7,30.9,67.9,36.7,37.7
351–400,University of Côte d’AzurFrance,40.0–42.3,26.4,14.6,70.4,36.7,81.1
351–400,University of CreteGreece,40.0–42.3,20.0,17.6,85.9,37.4,47.1
351–400,Curtin UniversityAustraliaExplore,40.0–42.3,22.6,23.7,60.6,39.5,94.4
351–400,Cyprus University of TechnologyCyprus,40.0–42.3,17.8,13.8,88.6,33.0,69.9
351–400,Drexel UniversityUnited States,40.0–42.3,33.6,16.9,68.5,37.4,49.4
351–400,Federal University of Toulouse Midi-PyrénéesFrance,40.0–42.3,30.9,25.8,65.4,35.6,61.4
351–400,University of GeorgiaUnited States,40.0–42.3,30.1,32.3,60.7,34.3,42.6
351–400,Georgia State UniversityUnited States,40.0–42.3,30.9,24.7,65.4,32.1,39.7
351–400,Gwangju Institute of Science and TechnologySouth Korea,40.0–42.3,38.6,40.5,40.9,66.8,34.4
351–400,Hanyang UniversitySouth KoreaExplore,40.0–42.3,35.6,38.1,41.9,84.7,56.4
351–400,Heriot-Watt UniversityUnited Kingdom,40.0–42.3,26.2,21.5,65.2,37.8,92.4
351–400,Higher School of EconomicsRussian Federation,40.0–42.3,32.8,28.7,61.6,39.4,40.5
351–400,Indian Institute of Technology BombayIndia,40.0–42.3,43.1,37.6,47.8,53.4,19.9
351–400,Justus Liebig University GiessenGermany,40.0–42.3,32.8,29.4,61.7,40.2,48.0
351–400,University of KansasUnited States,40.0–42.3,36.2,22.7,63.3,39.1,36.7
351–400,Kyushu UniversityJapan,40.0–42.3,42.5,40.7,35.7,71.6,33.9
351–400,La Trobe UniversityAustraliaExplore,40.0–42.3,27.1,33.0,49.8,58.1,79.5
351–400,Leibniz University of HanoverGermany,40.0–42.3,37.3,36.9,47.1,56.3,43.7
351–400,Linköping UniversitySweden,40.0–42.3,23.4,14.9,78.4,41.9,63.1
351–400,University of MacauMacaoExplore,40.0–42.3,22.0,26.5,56.7,42.0,98.7
351–400,University of MalayaMalaysia,40.0–42.3,31.2,26.6,54.4,49.5,77.0
351–400,Montpellier UniversityFrance,40.0–42.3,34.8,16.7,68.7,35.2,58.7
351–400,Örebro UniversitySweden,40.0–42.3,18.6,19.7,83.3,33.1,44.4
351–400,University of PaduaItaly,40.0–42.3,27.4,17.1,81.9,35.8,41.0
351–400,University of PaviaItaly,40.0–42.3,24.3,21.9,74.7,54.7,44.8
351–400,University of PisaItaly,40.0–42.3,22.4,20.1,80.1,37.3,38.0
351–400,Royal Veterinary CollegeUnited Kingdom,40.0–42.3,24.0,18.3,70.8,40.3,84.5
351–400,Sabancı UniversityTurkeyExplore,40.0–42.3,23.2,35.2,62.1,87.8,46.6
351–400,University of SalernoItaly,40.0–42.3,19.1,15.5,87.8,39.4,33.5
351–400,University of South CarolinaUnited States,40.0–42.3,33.6,27.8,63.2,33.2,39.8
351–400,Stellenbosch UniversitySouth Africa,40.0–42.3,28.3,36.1,60.0,7.3,52.6
351–400,University of StrasbourgFrance,40.0–42.3,29.9,20.9,67.2,35.4,69.4
351–400,Sun Yat-sen UniversityChinaExplore,40.0–42.3,39.9,32.3,55.9,52.0,32.8
351–400,Temple UniversityUnited States,40.0–42.3,34.2,19.1,74.6,36.1,34.3
351–400,University of TriesteItaly,40.0–42.3,29.6,17.8,75.0,32.5,45.6
351–400,Tulane UniversityUnited States,40.0–42.3,39.7,14.7,66.1,35.1,39.5
351–400,University of TurkuFinland,40.0–42.3,25.7,27.6,70.0,33.9,50.3
351–400,University College CorkIreland,40.0–42.3,28.0,26.9,61.0,45.9,78.5
351–400,University of VermontUnited StatesExploreApply,40.0–42.3,27.4,20.0,82.8,45.2,26.5
351–400,Université de Versailles Saint-Quentin-en-YvelinesFrance,40.0–42.3,18.4,15.1,85.5,33.9,58.1
351–400,University of WaikatoNew Zealand,40.0–42.3,21.0,24.1,63.5,39.1,89.2
351–400,Wayne State UniversityUnited States,40.0–42.3,32.5,16.6,75.1,42.5,36.7
351–400,York UniversityCanadaExplore,40.0–42.3,30.5,40.9,47.9,37.2,73.9
401–500,Auckland University of TechnologyNew Zealand,35.0–39.9,19.7,14.2,60.5,33.5,96.1
401–500,University of Bari Aldo MoroItaly,35.0–39.9,25.0,17.9,70.1,38.9,34.7
401–500,Bar-Ilan UniversityIsrael,35.0–39.9,27.6,32.7,44.9,59.0,53.3
401–500,University of BergamoItaly,35.0–39.9,20.2,20.0,69.6,41.5,34.3
401–500,Bilkent UniversityTurkeyExplore,35.0–39.9,23.3,20.3,67.1,42.8,55.6
401–500,"Binghamton University, State University of New YorkUnited States",35.0–39.9,23.0,19.5,70.3,34.9,42.9
401–500,Boğaziçi UniversityTurkey,35.0–39.9,21.5,21.4,57.3,55.1,47.7
401–500,University of BresciaItaly,35.0–39.9,17.5,15.6,73.9,35.2,40.2
401–500,University of CalabriaItaly,35.0–39.9,16.9,25.2,69.2,32.6,34.3
401–500,CentraleSupélecFrance,35.0–39.9,26.3,16.2,56.7,45.0,82.5
401–500,Charles University in PragueCzech Republic,35.0–39.9,29.0,22.0,56.3,32.1,55.6
401–500,Chung-Ang UniversitySouth Korea,35.0–39.9,37.4,35.6,25.9,77.5,58.2
401–500,Claude Bernard University Lyon 1France,35.0–39.9,23.1,18.2,68.9,37.1,53.3
401–500,University of CyprusCyprus,35.0–39.9,20.8,25.0,63.1,48.1,76.8
401–500,Dublin City UniversityIreland,35.0–39.9,27.8,29.0,44.2,48.5,78.5
401–500,University of FlorenceItaly,35.0–39.9,20.5,11.4,73.1,36.3,41.5
401–500,Florida International UniversityUnited States,35.0–39.9,28.2,19.5,59.2,35.6,37.4
401–500,University of GenoaItaly,35.0–39.9,28.0,16.7,66.6,41.0,42.7
401–500,University of GrazAustria,35.0–39.9,23.7,18.3,58.1,32.8,74.0
401–500,Graz University of TechnologyAustria,35.0–39.9,26.2,16.3,58.5,69.3,74.7
401–500,University of GreifswaldGermany,35.0–39.9,29.1,20.2,63.6,36.7,46.0
401–500,Hamburg University of TechnologyGermany,35.0–39.9,34.4,23.1,51.6,87.9,48.9
401–500,Hasselt UniversityBelgium,35.0–39.9,23.8,27.1,53.9,48.3,57.2
401–500,Hofstra UniversityUnited StatesExplore,35.0–39.9,32.9,4.8,74.9,31.7,28.5
401–500,Hokkaido UniversityJapan,35.0–39.9,42.1,40.2,33.1,52.0,32.6
401–500,Hong Kong Baptist UniversityHong KongExplore,35.0–39.9,22.0,13.8,66.9,32.4,84.8
401–500,Huazhong University of Science and TechnologyChina,35.0–39.9,31.2,27.5,50.3,63.9,22.5
401–500,University of HullUnited Kingdom,35.0–39.9,24.0,21.5,53.1,34.2,73.1
401–500,Jordan University of Science and TechnologyJordanExplore,35.0–39.9,14.8,7.0,79.4,34.3,64.1
401–500,University of JyväskyläFinland,35.0–39.9,28.6,28.2,58.4,33.7,50.0
401–500,University of KaiserslauternGermany,35.0–39.9,34.1,22.8,48.7,73.2,48.5
401–500,Kazan Federal UniversityRussian Federation,35.0–39.9,25.5,16.5,70.9,38.8,30.1
401–500,University of KwaZulu-NatalSouth AfricaExplore,35.0–39.9,25.0,30.8,49.8,41.2,59.3
401–500,Kyung Hee UniversitySouth KoreaExplore,35.0–39.9,29.0,37.0,46.0,82.2,54.3
401–500,University of LilleFrance,35.0–39.9,21.1,20.9,62.3,37.4,56.5
401–500,Louisiana State UniversityUnited States,35.0–39.9,35.1,35.4,52.4,7.7,33.0
401–500,Makerere UniversityUganda,35.0–39.9,17.5,11.6,75.8,38.1,58.5
401–500,University of ManitobaCanada,35.0–39.9,27.0,27.2,56.9,40.2,45.4
401–500,Marche Polytechnic UniversityItaly,35.0–39.9,25.3,14.7,79.8,39.0,29.1
401–500,"University of Maryland, Baltimore CountyUnited States",35.0–39.9,23.6,17.0,70.7,33.4,32.8
401–500,Massey UniversityNew Zealand,35.0–39.9,22.5,18.9,48.9,37.6,92.5
401–500,Maynooth UniversityIrelandExplore,35.0–39.9,23.2,27.6,51.0,36.3,78.1
401–500,Middlesex UniversityUnited Kingdom,35.0–39.9,19.7,15.1,61.2,32.1,87.0
401–500,University of Milan-BicoccaItaly,35.0–39.9,28.4,16.5,73.3,43.1,43.6
401–500,University of MissouriUnited States,35.0–39.9,32.0,19.5,59.8,33.1,36.0
401–500,University of Modena and Reggio EmiliaItaly,35.0–39.9,18.5,16.8,74.1,40.6,38.0
401–500,University of MontanaUnited States,35.0–39.9,34.6,17.7,69.9,33.6,25.6
401–500,Murdoch UniversityAustraliaExplore,35.0–39.9,20.4,23.9,58.9,41.5,91.5
401–500,University of Naples Federico IIItaly,35.0–39.9 ,18.4,24.8,77.5,43.0,28.3
401–500,National Chiao Tung UniversityTaiwan,35.0–39.9,34.6,41.1,31.5,89.0,35.8
401–500,National Research Nuclear University MEPhIRussian FederationExplore,35.0–39.9,32.6,25.5,53.1,99.7,49.5
401–500,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanExplore,35.0–39.9,30.4,43.1,39.9,85.1,36.0
401–500,University of Nebraska Medical CenterUnited States,35.0–39.9,34.7,10.6,58.6,36.2,41.2
401–500,University of NeuchâtelSwitzerland,35.0–39.9,23.6,20.9,47.4,33.7,90.9
401–500,Northern Arizona UniversityUnited States,35.0–39.9,19.7,11.3,91.6,32.1,29.8
401–500,Norwegian University of Life SciencesNorway,35.0–39.9,24.0,7.9,68.0,37.3,77.9
401–500,Novosibirsk State UniversityRussian Federation,35.0–39.9,42.9,29.5,34.7,37.9,41.3
401–500,University of OklahomaUnited States,35.0–39.9,32.6,18.6,68.2,38.5,37.2
401–500,The Open UniversityUnited Kingdom,35.0–39.9,20.9,16.2,67.6,32.4,53.6
401–500,Oxford Brookes UniversityUnited Kingdom,35.0–39.9,31.7,27.2,40.3,32.2,75.3
401–500,University of ParmaItaly,35.0–39.9,18.6,19.0,69.0,37.3,37.3
401–500,Plymouth UniversityUnited Kingdom,35.0–39.9,21.5,19.7,68.6,32.3,68.3
401–500,Polytechnic University of CataloniaSpain,35.0–39.9,27.1,17.6,55.3,41.6,53.2
401–500,Polytechnic University of TurinItaly,35.0–39.9,26.9,20.9,68.6,48.1,48.1
401–500,Qatar UniversityQatarExplore,35.0–39.9,19.8,18.3,60.7,46.1,99.8
401–500,Quaid-i-azam UniversityPakistan,35.0–39.9,21.6,1.3,81.2,31.7,42.1
401–500,Reykjavík UniversityIceland,35.0–39.9,14.9,16.0,79.1,33.7,60.1
401–500,RMIT UniversityAustraliaExplore,35.0–39.9,24.2,20.5,53.3,38.4,87.1
401–500,University of Rome II – Tor VergataItaly,35.0–39.9,25.2,15.4,71.9,38.5,43.3
401–500,University of Rome IIIItaly,35.0–39.9,26.3,10.6,67.3,37.4,38.4
401–500,Roskilde UniversityDenmark,35.0–39.9,20.0,29.3,52.1,35.0,49.6
401–500,University of Rovira i VirgiliSpain,35.0–39.9,22.2,17.2,76.4,34.5,47.7
401–500,University of St GallenSwitzerland,35.0–39.9,30.1,19.5,52.0,43.7,96.0
401–500,Saint Louis UniversityUnited States,35.0–39.9,35.7,14.7,65.0,34.7,28.0
401–500,Saint Petersburg State UniversityRussian Federation,35.0–39.9,47.3,29.8,31.5,33.1,37.4
401–500,San Diego State UniversityUnited States,35.0–39.9,23.6,23.4,69.1,32.8,30.2
401–500,University of SaskatchewanCanada,35.0–39.9,34.7,24.5,40.9,60.2,66.8
401–500,Sciences PoFrance,35.0–39.9,32.6,27.1,52.1,36.2,70.5
401–500,Semmelweis UniversityHungary,35.0–39.9,22.6,11.9,61.5,34.4,73.8
401–500,University of SiegenGermany,35.0–39.9,24.8,25.2,61.2,39.6,52.4
401–500,University of SienaItaly,35.0–39.9,20.7,13.8,68.8,34.4,41.3
401–500,"Soas, University of LondonUnited Kingdom",35.0–39.9,37.1,35.0,31.0,31.8,77.0
401–500,Southern Cross UniversityAustralia,35.0–39.9,23.3,23.5,52.6,41.0,57.7
401–500,State University of CampinasBrazil,35.0–39.9,43.5,40.0,31.7,45.5,27.1
401–500,University of StrathclydeUnited Kingdom,35.0–39.9,26.1,32.2,44.1,45.1,80.9
401–500,Swinburne University of TechnologyAustralia,35.0–39.9,25.6,24.3,59.0,36.1,74.2
401–500,University of Texas at San AntonioUnited States,35.0–39.9,18.8,18.4,84.2,32.4,34.2
401–500,Tokyo Medical and Dental University (TMDU)Japan,35.0–39.9,35.9,20.5,53.2,57.1,24.5
401–500,Tongji UniversityChina,35.0–39.9,36.5,38.2,25.4,99.4,47.5
401–500,University of TsukubaJapan,35.0–39.9,38.6,35.0,34.1,47.0,39.9
401–500,University of TulsaUnited States,35.0–39.9,35.5,14.1,62.1,56.5,44.9
401–500,University of TurinItaly,35.0–39.9,20.6,20.3,72.3,45.3,43.7
401–500,UiT The Arctic University of NorwayNorway,35.0–39.9,20.9,17.1,63.5,40.5,68.0
401–500,University of Urbino Carlo BoItaly,35.0–39.9,17.9,10.0,81.3,34.1,43.4
401–500,Verona UniversityItalyExplore,35.0–39.9,22.8,11.9,79.8,36.8,42.0
401–500,Victoria University of WellingtonNew Zealand,35.0–39.9,27.6,30.4,48.0,57.2,87.6
401–500,Western Sydney UniversityAustralia,35.0–39.9,19.1,26.0,62.3,37.1,77.8
401–500,University of Wisconsin-MilwaukeeUnited States,35.0–39.9,23.2,20.4,65.7,33.4,30.7
401–500,Wuhan UniversityChinaExplore,35.0–39.9,44.9,33.7,37.5,89.9,37.7
401–500,Xiamen UniversityChina,35.0–39.9,28.8,24.9,56.4,9.7,28.9
501–600,Alfaisal UniversitySaudi Arabia,30.7–34.9,16.1,27.3,39.3,54.3,97.4
501–600,American University of BeirutLebanon,30.7–34.9,25.7,12.2,52.9,38.3,87.5
501–600,Aristotle University of ThessalonikiGreece,30.7–34.9,20.6,15.9,53.8,38.5,38.2
501–600,University of ArkansasUnited States,30.7–34.9,26.4,19.5,47.6,44.5,30.0
501–600,Athens University of Economics and BusinessGreece,30.7–34.9,17.7,22.8,51.8,48.6,45.8
501–600,Australian Catholic UniversityAustraliaExplore,30.7–34.9,16.8,19.7,59.5,35.3,45.0
501–600,University of AveiroPortugal,30.7–34.9,23.5,26.3,45.5,39.8,49.0
501–600,Blaise Pascal UniversityFrance,30.7–34.9,21.5,6.5,61.1,33.5,62.9
501–600,Bond UniversityAustralia,30.7–34.9,19.3,23.4,37.6,34.6,88.9
501–600,Université Bourgogne Franche-Comté (UBFC)France,30.7–34.9,23.9,13.0,55.6,35.7,50.6
501–600,Ca’ Foscari University of VeniceItaly,30.7–34.9,25.6,28.4,37.3,34.7,43.3
501–600,Carleton UniversityCanada,30.7–34.9,20.5,28.0,43.0,33.6,65.6
501–600,University of CataniaItaly,30.7–34.9,17.2,11.7,70.1,34.3,28.4
501–600,Catholic University of the Sacred HeartItaly,30.7–34.9,19.7,11.6,62.5,35.3,35.8
501–600,Central China Normal UniversityChina,30.7–34.9,23.5,9.2,72.5,39.0,28.7
501–600,Central Queensland UniversityAustraliaExplore,30.7–34.9,27.8,10.1,58.9,34.3,61.2
501–600,"China Medical University, TaiwanTaiwanExplore",30.7–34.9,24.4,27.1,42.3,79.1,29.3
501–600,University of CoimbraPortugal,30.7–34.9,25.3,23.4,48.2,37.8,55.1
501–600,Complutense University of MadridSpain,30.7–34.9,35.2,27.4,38.5,33.5,41.7
501–600,Concordia UniversityCanadaExplore,30.7–34.9,21.4,24.0,40.3,34.8,80.7
501–600,Creighton UniversityUnited States,30.7–34.9,37.1,10.3,56.2,35.0,31.1
501–600,Diego Portales UniversityChile,30.7–34.9,15.7,8.7,74.7,31.8,47.7
501–600,East China Normal UniversityChinaExplore,30.7–34.9,25.4,20.1,46.9,46.0,47.2
501–600,Edith Cowan UniversityAustraliaExplore,30.7–34.9,20.4,20.3,52.2,36.4,77.4
501–600,Ewha Womans UniversitySouth Korea,30.7–34.9,27.1,26.4,43.0,68.9,42.6
501–600,Federal University of São Paulo (UNIFESP)Brazil,30.7–34.9,35.8,16.9,41.2,34.0,24.6
501–600,Federico Santa María Technical UniversityChileExplore,30.7–34.9,14.6,10.7,64.8,40.0,51.7
501–600,University of FerraraItaly,30.7–34.9,21.2,10.2,69.6,34.2,44.8
501–600,Fujita Health UniversityJapan,30.7–34.9,24.2,7.7,74.5,35.2,17.3
501–600,University of GranadaSpain,30.7–34.9,22.5,19.2,46.8,32.8,50.1
501–600,Harbin Institute of TechnologyChina,30.7–34.9,34.4,31.9,31.4,99.0,31.6
501–600,University of HertfordshireUnited Kingdom,30.7–34.9,18.2,11.9,54.0,32.6,79.0
501–600,Indian Institute of Technology DelhiIndia,30.7–34.9,36.6,19.2,48.7,51.8,16.8
501–600,Indian Institute of Technology KanpurIndia,30.7–34.9,32.6,21.7,38.5,92.7,19.5
501–600,Indian Institute of Technology KharagpurIndia,30.7–34.9,32.6,29.5,43.3,73.7,16.8
501–600,Indian Institute of Technology RoorkeeIndia,30.7–34.9,30.2,18.1,56.1,69.9,16.0
501–600,University of IoanninaGreece,30.7–34.9,19.2,14.9,68.1,36.5,42.7
501–600,ITMO UniversityRussian Federation,30.7–34.9,26.5,17.8,44.3,67.7,50.3
501–600,Johannes Kepler University of LinzAustria,30.7–34.9,26.3,15.3,49.8,53.7,59.9
501–600,Keele UniversityUnited Kingdom,30.7–34.9,19.8,19.5,54.5,33.8,73.4
501–600,Kent State UniversityUnited States,30.7–34.9,23.8,16.9,60.2,32.1,37.3
501–600,King Fahd University of Petroleum and MineralsSaudi Arabia,30.7–34.9,26.8,12.8,37.4,61.7,85.5
501–600,King Saud UniversitySaudi Arabia,30.7–34.9,24.5,27.6,30.7,95.1,78.8
501–600,Konkuk UniversitySouth Korea,30.7–34.9,33.1,32.5,23.3,39.4,40.5
501–600,Lappeenranta University of TechnologyFinlandExplore,30.7–34.9,26.7,26.5,32.6,55.8,58.7
501–600,Lehigh UniversityUnited States,30.7–34.9,24.7,19.9,54.5,36.6,40.5
501–600,University of LimerickIreland,30.7–34.9,22.1,19.9,46.5,36.0,85.0
501–600,Lincoln UniversityNew Zealand,30.7–34.9,29.1,16.1,41.8,36.6,83.7
501–600,University of LisbonPortugal,30.7–34.9,24.0,22.6,53.2,36.8,49.4
501–600,Liverpool John Moores UniversityUnited Kingdom,30.7–34.9,18.0,14.7,62.7,32.7,66.8
501–600,University of LorraineFrance,30.7–34.9,21.9,11.3,60.7,37.8,58.0
501–600,Mahidol UniversityThailand,30.7–34.9,27.1,16.0,43.4,60.0,45.0
501–600,Masaryk UniversityCzech Republic,30.7–34.9,22.2,22.7,42.8,33.7,56.3
501–600,Memorial University of NewfoundlandCanada,30.7–34.9,19.1,16.1,55.9,49.5,58.3
501–600,Missouri University of Science and TechnologyUnited States,30.7–34.9,26.2,23.9,40.6,47.5,65.9
501–600,Montana State UniversityUnited States,30.7–34.9,18.1,18.2,66.1,48.2,27.2
501–600,University of NantesFrance,30.7–34.9,20.2,19.3,55.7,36.2,46.8
501–600,National and Kapodistrian University of AthensGreece,30.7–34.9,26.3,13.6,54.4,49.3,46.2
501–600,National Cheng Kung University (NCKU)Taiwan,30.7–34.9,28.3,38.2,28.3,99.8,31.9
501–600,National Taiwan Normal UniversityTaiwan,30.7–34.9,28.8,33.5,25.3,82.9,47.9
501–600,New Jersey Institute of TechnologyUnited States,30.7–34.9,19.7,14.7,59.7,34.2,55.4
501–600,Northumbria UniversityUnited Kingdom,30.7–34.9,19.1,15.2,50.3,32.4,65.1
501–600,NOVA University of LisbonPortugal,30.7–34.9,24.8,24.8,46.5,43.9,55.9
501–600,Oklahoma State UniversityUnited States,30.7–34.9,27.5,22.4,42.5,36.1,29.8
501–600,University of PalermoItaly,30.7–34.9,19.1,13.5,67.8,33.0,25.7
501–600,Panthéon-Sorbonne University – Paris 1France,30.7–34.9,49.3,40.1,10.4,32.0,50.8
501–600,Polytechnic University of ValenciaSpain,30.7–34.9,24.0,25.4,44.4,43.5,43.6
501–600,Pontifical Catholic University of ChileChile,30.7–34.9,25.9,25.1,42.5,35.8,53.9
501–600,Pontifical Javeriana UniversityColombia,30.7–34.9,17.0,8.7,66.6,32.6,44.7
501–600,University of PortoPortugal,30.7–34.9,27.1,26.9,47.0,39.8,48.3
501–600,University of PortsmouthUnited KingdomExplore,30.7–34.9,19.1,14.3,57.1,32.1,83.1
501–600,Université du QuébecCanada,30.7–34.9,26.2,22.4,43.4,40.9,62.9
501–600,Renmin University of ChinaChina,30.7–34.9,42.3,21.4,37.6,38.2,42.6
501–600,University of SalentoItaly,30.7–34.9,20.1,11.8,62.4,36.6,26.6
501–600,University of SassariItaly,30.7–34.9,20.9,13.1,61.0,34.1,35.8
501–600,Sejong UniversitySouth Korea,30.7–34.9,25.5,18.5,50.2,35.0,33.2
501–600,Shandong UniversityChina,30.7–34.9,35.4,30.9,29.5,69.7,22.7
501–600,Université de SherbrookeCanada,30.7–34.9,29.0,13.2,51.3,33.4,57.2
501–600,Soochow UniversityChina,30.7–34.9,21.1,17.7,61.6,68.4,22.5
501–600,South China University of TechnologyChina,30.7–34.9,22.5,24.1,48.3,65.9,22.5
501–600,University of South DakotaUnited States,30.7–34.9,30.9,14.0,56.4,33.6,24.1
501–600,Southeast UniversityChina,30.7–34.9,29.7,32.9,33.2,92.7,21.7
501–600,University of SplitCroatia,30.7–34.9,16.8,12.5,60.3,33.5,41.7
501–600,Stevens Institute of TechnologyUnited States,30.7–34.9,20.6,16.2,59.5,33.2,64.2
501–600,University of the Sunshine CoastAustralia,30.7–34.9,17.1,20.9,46.5,34.4,63.3
501–600,Tampere University of TechnologyFinlandExplore,30.7–34.9,25.4,15.9,54.2,80.2,51.0
501–600,University of Texas at ArlingtonUnited States,30.7–34.9,20.8,16.4,51.5,37.7,41.3
501–600,Texas Tech UniversityUnited States,30.7–34.9,31.0,18.4,39.5,33.1,42.5
501–600,Tianjin UniversityChina,30.7–34.9,36.9,32.8,28.5,97.1,18.8
501–600,Tokyo Metropolitan UniversityJapanExplore,30.7–34.9,22.7,13.3,57.8,34.0,24.8
501–600,University of ToledoUnited States,30.7–34.9,32.7,13.9,42.9,42.9,41.9
501–600,Tomsk State UniversityRussian Federation,30.7–34.9,36.7,26.5,32.8,63.6,57.1
501–600,Universiti Tunku Abdul Rahman (UTAR)MalaysiaExplore,30.7–34.9,15.4,7.8,71.3,32.5,30.8
501–600,University of UlsanSouth Korea,30.7–34.9,20.1,20.3,59.4,56.2,20.7
501–600,Ulster UniversityUnited Kingdom,30.7–34.9,21.0,15.6,50.6,33.0,72.0
501–600,United Arab Emirates UniversityUnited Arab EmiratesExplore,30.7–34.9,22.9,16.9,49.1,38.4,95.1
501–600,University of ValenciaSpain,30.7–34.9,21.9,18.4,56.2,34.4,42.2
501–600,University of WarsawPoland,30.7–34.9,25.9,18.3,47.1,32.4,44.6
501–600,University of the West of ScotlandUnited KingdomExplore,30.7–34.9,14.9,10.9,68.2,32.4,61.4
501–600,Xi’an Jiaotong UniversityChina,30.7–34.9,32.7,26.2,35.0,56.0,35.8
601–800,University of the AegeanGreece,21.5–30.6,17.7,16.4,41.3,32.4,35.4
601–800,AGH University of Science and TechnologyPoland,21.5–30.6,18.6,12.3,35.6,35.7,20.3
601–800,The University of AizuJapanExplore,21.5–30.6,19.4,10.0,42.7,34.8,67.5
601–800,University of AlcaláSpain,21.5–30.6,20.4,12.2,45.9,40.5,59.8
601–800,University of AlgarvePortugal,21.5–30.6,19.5,11.2,42.3,33.2,56.9
601–800,Aligarh Muslim UniversityIndia,21.5–30.6,29.9,10.1,33.1,31.7,23.9
601–800,American University in CairoEgypt,21.5–30.6,23.3,18.0,24.7,32.5,68.3
601–800,American University of SharjahUnited Arab Emirates,21.5–30.6,15.5,12.5,22.7,35.4,96.2
601–800,Amirkabir University of TechnologyIran,21.5–30.6,27.4,27.2,35.3,74.4,16.8
601–800,"University of the Andes, ColombiaColombia",21.5–30.6,21.1,15.0,49.4,39.9,53.2
601–800,Atılım UniversityTurkeyExplore,21.5–30.6,16.1,7.5,60.0,33.3,34.6
