
351-400,Swinburne University of TechnologyAustralia,"20,314",36.5,32%,44 : 56
351-400,University of TartuEstonia,"10,269",13.0,3%,66 : 34
351-400,Temple UniversityUnited States,"33,268",13.3,5%,51 : 49
351-400,University of Texas at San AntonioUnited States,"27,520",26.9,6%,48 : 52
351-400,UiT The Arctic University of NorwayNorway,"10,398",12.2,10%,60 : 40
351-400,Université Libre de BruxellesBelgium,"23,819",26.1,32%,54 : 46
351-400,Lille 2 University – Health and LawFrance,"26,894",38.5,8%,58 : 42
351-400,University College CorkIreland,"15,805",22.3,15%,55 : 45
351-400,Verona UniversityItaly,"25,250",19.7,7%,65 : 35
351-400,Victoria University of WellingtonNew Zealand,"17,142",21.1,21%,55 : 45
351-400,Washington State UniversityUnited States,"24,550",18.3,7%,50 : 50
351-400,Wayne State UniversityUnited States,"23,065",10.7,6%,57 : 43
401-500,American UniversityUnited States,"11,604",12.0,12%,60 : 40
401-500,Aston UniversityUnited Kingdom,"8,834",17.8,31%,48 : 52
401-500,University of AveiroPortugal,"10,791",17.8,10%,51 : 49
401-500,University of Bari Aldo MoroItaly,"51,560",65.1,2%,65 : 35
401-500,Bar-Ilan UniversityIsrael,"17,503",16.0,5%,59 : 41
401-500,Makerere UniversityUganda,"37,340",29.4,9%,50 : 50
401-500,Bournemouth UniversityUnited Kingdom,"14,907",25.9,18%,53 : 47
401-500,University of BresciaItaly,"14,076",25.0,7%,48 : 52
401-500,Brno University of TechnologyCzech Republic,"23,694",21.3,15%,27 : 73
401-500,Brunel University LondonUnited Kingdom,"12,613",17.6,38%,46 : 54
401-500,Ca’ Foscari University of VeniceItaly,"19,267",38.3,7%,66 : 34
401-500,University of CagliariItaly,"30,638",51.0,1%,62 : 38
401-500,University of CanterburyNew Zealand,"12,187",16.5,20%,51 : 49
401-500,Catholic University of the Sacred HeartItaly,"30,304",18.9,10%,n/a
401-500,Charles University in PragueCzech Republic,"51,438",13.0,15%,62 : 38
401-500,"China Medical University, TaiwanTaiwan","7,983",15.4,8%,53 : 47
401-500,"City, University of LondonUnited Kingdom","13,053",17.8,50%,55 : 45
401-500,Claude Bernard University Lyon 1France,"35,308",16.1,11%,50 : 50
401-500,University of CoimbraPortugal,"22,795",19.0,11%,55 : 45
401-500,Complutense University of MadridSpain,"86,519",17.5,13%,62 : 38
401-500,Concordia UniversityCanada,"31,017",30.3,27%,50 : 50
401-500,Curtin UniversityAustralia,"30,333",17.1,38%,53 : 47
401-500,Dublin City UniversityIreland,"8,546",22.9,17%,51 : 49
401-500,East China University of Science and TechnologyChina,"27,140",15.5,5%,n/a
401-500,Ewha Womans UniversitySouth Korea,"17,625",14.4,6%,100 : 0
401-500,Federico Santa María Technical UniversityChile,"11,718",34.0,2%,24 : 76
401-500,University of FerraraItaly,"18,882",30.2,7%,56 : 44
401-500,Florida International UniversityUnited States,"32,566",25.9,7%,56 : 44
401-500,University of GenoaItaly,"37,373",29.5,9%,56 : 44
401-500,Georgia State UniversityUnited States,"28,534",20.4,5%,59 : 41
401-500,University of GrazAustria,"20,584",26.8,12%,65 : 35
401-500,Heriot-Watt UniversityUnited Kingdom,"8,773",17.8,43%,41 : 59
401-500,Hokkaido UniversityJapan,"18,162",8.2,9%,29 : 71
401-500,Howard UniversityUnited States,"10,297",6.8,5%,65 : 35
401-500,University of HullUnited Kingdom,"15,141",18.7,20%,52 : 48
401-500,University of IdahoUnited States,"11,641",21.5,6%,47 : 53
401-500,Indian Institute of Technology DelhiIndia,"8,371",17.3,1%,18 : 82
401-500,Indian Institute of Technology KharagpurIndia,"9,928",17.5,n/a,15 : 85
401-500,Indian Institute of Technology MadrasIndia,"8,234",15.9,1%,19 : 81
401-500,University of IoanninaGreece,"20,825",36.3,4%,58 : 42
401-500,Iran University of Science and TechnologyIran,"10,311",23.9,n/a,24 : 76
401-500,Johannes Kepler University of LinzAustria,"19,646",29.1,10%,48 : 52
401-500,University of KaiserslauternGermany,"14,184",54.4,14%,36 : 64
401-500,Keele UniversityUnited Kingdom,"8,397",15.7,20%,55 : 45
401-500,University of KwaZulu-NatalSouth Africa,"30,572",24.9,6%,58 : 42
401-500,Kyung Hee UniversitySouth Korea,"24,356",17.4,14%,n/a
401-500,Kyushu UniversityJapan,"18,925",6.7,8%,28 : 72
401-500,Lehigh UniversityUnited States,"6,300",11.3,15%,44 : 56
401-500,Louisiana State UniversityUnited States,"28,116",20.1,5%,52 : 48
401-500,University of MacauMacao,"8,521",14.9,31%,58 : 42
401-500,Marche Polytechnic UniversityItaly,"16,589",23.0,4%,45 : 55
401-500,"University of Maryland, Baltimore CountyUnited States","13,908",18.1,7%,46 : 54
401-500,Murdoch UniversityAustralia,"16,606",32.8,43%,59 : 41
401-500,University of NantesFrance,"33,866",22.2,11%,56 : 44
401-500,National and Kapodistrian University of AthensGreece,"63,052",32.3,9%,61 : 39
401-500,National Autonomous University of MexicoMexico,"137,378",11.6,5%,51 : 49
401-500,National Cheng Kung University (NCKU)Taiwan,"21,234",14.4,11%,36 : 64
401-500,National Institute of Applied Sciences of Lyon (INSA Lyon)France,"6,137",8.2,31%,31 : 69
401-500,National Yang-Ming UniversityTaiwan,"4,496",5.4,2%,48 : 52
401-500,University of NeuchâtelSwitzerland,"4,358",8.5,22%,59 : 41
401-500,NOVA University of LisbonPortugal,"18,867",17.9,7%,49 : 51
401-500,University of Nice Sophia AntipolisFrance,"27,304",20.3,22%,56 : 44
401-500,Novosibirsk State UniversityRussian Federation,"7,131",7.1,13%,52 : 48
401-500,The Open UniversityUnited Kingdom,"76,683",35.9,9%,61 : 39
401-500,Oxford Brookes UniversityUnited Kingdom,"14,238",18.5,25%,57 : 43
401-500,University of PalermoItaly,"43,875",22.4,1%,60 : 40
401-500,University of ParmaItaly,"26,937",29.1,7%,56 : 44
401-500,University of PisaItaly,"47,247",18.0,3%,52 : 48
401-500,Polytechnic University of CataloniaSpain,"22,893",11.7,28%,12 : 88
401-500,Pontifical Catholic University of ChileChile,"25,075",15.3,7%,n/a
401-500,University of PortoPortugal,"32,720",18.8,9%,54 : 46
401-500,University of PortsmouthUnited Kingdom,"20,161",19.1,23%,45 : 55
401-500,RMIT UniversityAustralia,"29,501",18.1,24%,47 : 53
401-500,University of Rome II – Tor VergataItaly,"33,504",26.5,6%,52 : 48
401-500,University of Rovira i VirgiliSpain,"12,533",12.8,9%,61 : 39
401-500,Saint Petersburg State UniversityRussian Federation,"20,836",5.2,7%,60 : 40
401-500,University of SalentoItaly,"19,959",58.4,1%,64 : 36
401-500,University of San FranciscoUnited States,"10,788",17.0,17%,63 : 37
401-500,University of SaskatchewanCanada,"19,028",16.3,14%,57 : 43
401-500,Sharif University of TechnologyIran,"10,977",18.7,n/a,27 : 73
401-500,University of SienaItaly,"18,846",23.6,5%,59 : 41
401-500,Southern Cross UniversityAustralia,"9,026",32.8,15%,66 : 34
401-500,State University of New York AlbanyUnited States,"15,387",18.5,8%,51 : 49
401-500,University of StrathclydeUnited Kingdom,"15,705",20.2,20%,50 : 50
401-500,University of TampereFinland,"10,045",9.5,4%,66 : 34
401-500,Boğaziçi UniversityTurkey,"11,506",25.0,7%,50 : 50
401-500,Tampere University of TechnologyFinland,"6,147",15.5,13%,23 : 77
401-500,Tokyo Medical and Dental University (TMDU)Japan,"2,872",3.3,7%,51 : 49
401-500,Tokyo Metropolitan UniversityJapan,"9,303",9.9,3%,35 : 65
401-500,University of TsukubaJapan,"15,930",12.6,16%,38 : 62
401-500,University of UlsanSouth Korea,"14,037",13.3,3%,n/a
401-500,Ulster UniversityUnited Kingdom,"19,622",15.8,15%,55 : 45
401-500,Université du Québec à MontréalCanada,"27,046",24.7,9%,61 : 39
401-500,Universiti Teknologi MalaysiaMalaysia,"16,270",9.0,13%,43 : 57
401-500,University of Urbino Carlo BoItaly,"13,435",37.4,7%,61 : 39
401-500,University of ValenciaSpain,"58,413",15.4,9%,60 : 40
401-500,University of WaikatoNew Zealand,"10,159",17.0,25%,57 : 43
401-500,Western Sydney UniversityAustralia,"30,704",32.2,9%,56 : 44
401-500,Wuhan UniversityChina,"46,227",14.4,7%,n/a
401-500,Xiamen UniversityChina,"32,921",12.3,5%,52 : 48
501-600,American University of BeirutLebanon,"7,695",8.9,25%,51 : 49
501-600,Amirkabir University of TechnologyIran,"14,080",25.6,1%,34 : 66
501-600,"University of the Andes, ColombiaColombia","15,773",16.9,2%,44 : 56
501-600,University of ArkansasUnited States,"22,819",21.2,5%,50 : 50
501-600,Auburn UniversityUnited States,"22,386",17.6,4%,51 : 49
501-600,Babeş-Bolyai UniversityRomania,"37,915",23.5,2%,67 : 33
501-600,Bauman Moscow State Technical UniversityRussian Federation,"18,808",4.0,4%,23 : 77
501-600,Blaise Pascal UniversityFrance,"15,619",7.1,17%,55 : 45
501-600,University of BurgundyFrance,"26,612",20.8,11%,54 : 46
501-600,University of CanberraAustralia,"11,221",28.6,24%,54 : 46
501-600,Ben-Gurion University of the NegevIsrael,"16,695",12.6,2%,49 : 51
501-600,Carleton UniversityCanada,"25,036",29.8,18%,47 : 53
501-600,University of CataniaItaly,"55,859",49.7,1%,61 : 39
501-600,Central Queensland UniversityAustralia,"11,452",29.6,27%,59 : 41
501-600,University of ChileChile,"29,207",14.2,3%,47 : 53
501-600,China Agricultural UniversityChina,"19,342",12.0,1%,57 : 43
501-600,Chung-Ang UniversitySouth Korea,"13,015",17.4,17%,45 : 55
501-600,Czech Technical University in PragueCzech Republic,"22,751",12.0,n/a,0 : 100
501-600,De Montfort UniversityUnited Kingdom,"16,812",19.1,21%,57 : 43
501-600,East China Normal UniversityChina,"29,623",14.0,11%,63 : 37
501-600,Edith Cowan UniversityAustralia,"16,671",34.2,18%,61 : 39
501-600,Federal University of Rio de JaneiroBrazil,"52,878",12.8,2%,54 : 46
501-600,University of GranadaSpain,"53,476",16.0,6%,56 : 44
501-600,University of HaifaIsrael,"17,758",30.8,1%,65 : 35
501-600,Harbin Institute of TechnologyChina,"31,658",10.8,7%,29 : 71
501-600,University of HertfordshireUnited Kingdom,"19,665",19.4,27%,54 : 46
501-600,Hiroshima UniversityJapan,"14,686",8.2,5%,36 : 64
501-600,Huazhong University of Science and TechnologyChina,"57,242",17.7,3%,34 : 66
501-600,Indian Institute of Technology GuwahatiIndia,"4,710",14.2,1%,14 : 86
501-600,Indian Institute of Technology KanpurIndia,"6,167",12.2,n/a,13 : 87
501-600,Indian Institute of Technology RoorkeeIndia,"8,061",18.7,1%,17 : 83
501-600,Isfahan University of TechnologyIran,"10,964",26.5,1%,39 : 61
501-600,Istanbul Technical UniversityTurkey,"34,550",16.0,5%,34 : 66
501-600,Jadavpur UniversityIndia,"10,697",16.1,n/a,30 : 70
501-600,Kanazawa UniversityJapan,"10,546",10.4,5%,36 : 64
501-600,Kansas State UniversityUnited States,"21,379",15.1,10%,50 : 50
501-600,Keio UniversityJapan,"33,751",11.9,5%,32 : 68
501-600,Kent State UniversityUnited States,"23,122",19.0,7%,58 : 42
501-600,King Fahd University of Petroleum and MineralsSaudi Arabia,"6,898",7.1,19%,0 : 100
501-600,King Saud UniversitySaudi Arabia,"40,666",13.4,6%,n/a
501-600,University of La LagunaSpain,"22,422",14.9,5%,58 : 42
501-600,Lappeenranta University of TechnologyFinland,"3,486",23.9,19%,31 : 69
501-600,University of LimerickIreland,"12,212",19.8,13%,46 : 54
501-600,University of LisbonPortugal,"47,849",17.5,9%,51 : 49
501-600,Liverpool John Moores UniversityUnited Kingdom,"18,513",19.8,13%,52 : 48
501-600,Mahidol UniversityThailand,"27,402",7.5,3%,63 : 37
501-600,Manchester Metropolitan UniversityUnited Kingdom,"28,037",18.2,14%,57 : 43
501-600,University of MariborSlovenia,"14,531",17.3,4%,n/a
501-600,Masaryk UniversityCzech Republic,"40,898",26.6,17%,62 : 38
501-600,University of the Basque CountrySpain,"46,373",15.3,5%,53 : 47
501-600,Massey UniversityNew Zealand,"19,101",16.8,15%,62 : 38
501-600,Memorial University of NewfoundlandCanada,"15,464",14.6,10%,59 : 41
501-600,Middle East Technical UniversityTurkey,"25,779",22.2,7%,44 : 56
501-600,University of MinhoPortugal,"19,090",18.8,9%,52 : 48
501-600,Missouri University of Science and TechnologyUnited States,"7,647",15.5,12%,23 : 77
501-600,Montana State UniversityUnited States,"12,331",17.8,4%,46 : 54
501-600,Monterrey Institute of Technology and Higher EducationMexico,"14,353",20.5,12%,40 : 60
501-600,National Central UniversityTaiwan,"10,915",9.8,6%,31 : 69
501-600,National Sun Yat-Sen UniversityTaiwan,"9,336",19.6,4%,37 : 63
501-600,National Taiwan Normal UniversityTaiwan,"11,072",13.0,19%,57 : 43
501-600,National Technical University of AthensGreece,"14,780",26.9,7%,36 : 64
501-600,Moscow Institute of Physics and TechnologyRussian Federation,"5,395",7.0,12%,n/a
501-600,New Jersey Institute of TechnologyUnited States,"10,646",26.2,17%,25 : 75
501-600,New Mexico State UniversityUnited States,"15,035",18.8,7%,54 : 46
501-600,University of North Carolina at GreensboroUnited States,"16,446",19.2,2%,66 : 34
501-600,Oklahoma State UniversityUnited States,"21,270",21.4,7%,49 : 51
501-600,Osaka City UniversityJapan,"8,604",10.1,4%,36 : 64
501-600,Otto von Guericke University of MagdeburgGermany,"14,104",13.1,13%,42 : 58
501-600,University of OviedoSpain,"24,210",13.7,5%,54 : 46
501-600,Palacký University OlomoucCzech Republic,"18,540",11.4,9%,70 : 30
501-600,Panjab UniversityIndia,"16,691",23.9,1%,46 : 54
501-600,Paris Dauphine UniversityFrance,"9,565",15.4,28%,53 : 47
501-600,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,"14,300",21.2,3%,49 : 51
501-600,Portland State UniversityUnited States,"20,398",22.2,8%,54 : 46
501-600,University of PretoriaSouth Africa,"37,314",20.0,8%,57 : 43
501-600,Pusan National UniversitySouth Korea,"24,929",19.7,12%,51 : 49
501-600,Quaid-i-azam UniversityPakistan,"12,688",25.7,n/a,53 : 47
501-600,University of ReginaCanada,"11,550",22.8,12%,61 : 39
501-600,Renmin University of ChinaChina,"24,954",12.7,6%,n/a
501-600,University of Rennes 1France,"22,186",13.9,12%,50 : 50
501-600,University of SalamancaSpain,"31,035",17.9,12%,58 : 42
501-600,University of Santiago de CompostelaSpain,"29,085",15.3,6%,63 : 37
501-600,Semmelweis UniversityHungary,"12,920",10.9,25%,64 : 36
501-600,University of SevilleSpain,"64,931",17.5,7%,55 : 45
501-600,Université de SherbrookeCanada,"13,438",5.4,5%,54 : 46
501-600,Soochow UniversityChina,"36,465",12.9,2%,78 : 22
501-600,South China University of TechnologyChina,"41,438",17.7,3%,33 : 67
501-600,Tallinn University of TechnologyEstonia,"14,061",28.6,5%,44 : 56
501-600,Tehran University of Medical SciencesIran,"13,912",9.0,1%,62 : 38
501-600,University of Texas at ArlingtonUnited States,"29,396",10.5,10%,60 : 40
501-600,Tianjin UniversityChina,"29,693",12.2,1%,n/a
501-600,Tokyo University of Agriculture and TechnologyJapan,"5,865",14.4,5%,27 : 73
501-600,University of ToledoUnited States,"19,465",17.5,9%,50 : 50
501-600,Tongji UniversityChina,"37,394",13.5,10%,38 : 62
501-600,University of TulsaUnited States,"4,597",12.5,25%,43 : 57
501-600,United Arab Emirates UniversityUnited Arab Emirates,"9,221",12.5,26%,76 : 24
501-600,University of WarsawPoland,"49,292",14.1,7%,67 : 33
501-600,University of Wisconsin-MilwaukeeUnited States,"22,542",18.4,5%,52 : 48
501-600,Xi’an Jiaotong UniversityChina,"29,863",12.3,4%,34 : 66
501-600,University of ZaragozaSpain,"31,046",11.8,5%,55 : 45
601-800,University of A CoruñaSpain,"17,062",13.0,2%,52 : 48
601-800,Adam Mickiewicz UniversityPoland,"40,633",15.6,1%,71 : 29
601-800,AGH University of Science and TechnologyPoland,"35,569",17.0,n/a,0 : 100
601-800,Ajou UniversitySouth Korea,"12,706",11.3,2%,33 : 67
601-800,University of AlcaláSpain,"30,812",25.1,18%,53 : 47
601-800,Alexandria UniversityEgypt,"127,431",23.3,1%,46 : 54
601-800,Alexandru Ioan Cuza UniversityRomania,"25,724",33.0,5%,63 : 37
601-800,Aligarh Muslim UniversityIndia,"11,197",10.5,2%,17 : 83
601-800,American University of SharjahUnited Arab Emirates,"5,226",14.1,82%,48 : 52
601-800,Amrita Vishwa VidyapeethamIndia,"17,273",6.6,8%,n/a
601-800,Anadolu UniversityTurkey,"379,231",162.6,1%,78 : 22
601-800,Andhra UniversityIndia,"10,407",20.2,3%,36 : 64
601-800,University of AntioquiaColombia,"38,872",23.0,1%,50 : 50
601-800,Aristotle University of ThessalonikiGreece,"46,288",22.2,9%,52 : 48
601-800,"Asia University, TaiwanTaiwan","12,119",26.3,3%,53 : 47
601-800,Athens University of Economics and BusinessGreece,"13,167",57.5,6%,47 : 53
601-800,Auckland University of TechnologyNew Zealand,"18,981",18.1,38%,58 : 42
601-800,Austral University of ChileChile,"13,794",17.8,1%,47 : 53
601-800,Beijing Institute of TechnologyChina,"25,983",12.6,3%,35 : 65
601-800,Belarusian State UniversityBelarus,"29,303",10.6,6%,69 : 31
601-800,University of BelgradeSerbia,"96,968",28.3,4%,60 : 40
601-800,"Birla Institute of Technology and Science, PilaniIndia","11,837",19.5,n/a,22 : 78
601-800,University of BradfordUnited Kingdom,"11,065",20.5,32%,53 : 47
601-800,University of BrasíliaBrazil,"45,880",14.5,2%,52 : 48
601-800,University of BrightonUnited Kingdom,"16,924",19.5,19%,58 : 42
601-800,University of BucharestRomania,"31,806",24.9,2%,70 : 30
601-800,Budapest University of Technology and EconomicsHungary,"22,447",22.1,4%,32 : 68
601-800,Cairo UniversityEgypt,"231,941",39.1,2%,47 : 53
601-800,University of CalcuttaIndia,"18,511",32.5,n/a,n/a
601-800,"California State University, Long BeachUnited States","29,594",32.3,5%,58 : 42
601-800,Capital Medical UniversityChina,"11,506",7.1,3%,70 : 30
601-800,University of Castilla-La ManchaSpain,"26,381",14.3,3%,56 : 44
601-800,University of Central LancashireUnited Kingdom,"18,542",17.5,17%,57 : 43
601-800,University of Cergy-PontoiseFrance,"17,000",9.2,11%,53 : 47
601-800,Chang Gung UniversityTaiwan,"7,506",12.6,n/a,42 : 58
601-800,Carlos III University of MadridSpain,"15,730",11.4,9%,43 : 57
601-800,"University of Chemistry and Technology, PragueCzech Republic","4,699",11.0,18%,n/a
601-800,Chiang Mai UniversityThailand,"35,617",16.5,1%,19 : 81
601-800,Chiba UniversityJapan,"14,554",12.3,5%,37 : 63
601-800,"China University of Geosciences, WuhanChina","29,483",20.7,2%,n/a
601-800,"China University of Petroleum, BeijingChina","14,579",19.4,6%,n/a
601-800,Chonbuk National UniversitySouth Korea,"23,270",15.0,3%,45 : 55
601-800,Chongqing UniversityChina,"43,955",16.0,3%,n/a
601-800,Chonnam National UniversitySouth Korea,"35,779",18.5,3%,41 : 59
601-800,Chulalongkorn UniversityThailand,"38,719",14.5,2%,59 : 41
601-800,Chung Yuan Christian UniversityTaiwan,"15,020",30.2,3%,41 : 59
601-800,Chungnam National UniversitySouth Korea,"18,361",17.2,3%,n/a
601-800,Clemson UniversityUnited States,"19,198",17.1,8%,46 : 54
601-800,Comenius University in BratislavaSlovakia,"20,879",9.7,10%,54 : 46
601-800,Coventry UniversityUnited Kingdom,"21,934",14.8,35%,47 : 53
601-800,Dalian University of TechnologyChina,"34,326",15.2,2%,33 : 67
601-800,University of DebrecenHungary,"29,714",20.3,13%,57 : 43
601-800,University of DelhiIndia,"32,567",22.9,1%,50 : 50
601-800,University of DhakaBangladesh,"62,716",6.9,5%,34 : 66
601-800,Dublin Institute of TechnologyIreland,"13,839",18.9,25%,41 : 59
601-800,Ehime UniversityJapan,"8,394",9.9,1%,39 : 61
601-800,University of Electronic Science and Technology of ChinaChina,"21,689",9.8,n/a,21 : 79
601-800,Eötvös Loránd UniversityHungary,"28,698",22.4,4%,n/a
601-800,Erciyes UniversityTurkey,"28,079",28.0,2%,46 : 54
601-800,Federal University of BahiaBrazil,"39,861",17.9,1%,47 : 53
601-800,Federal University of Minas GeraisBrazil,"42,612",13.5,1%,55 : 45
601-800,Federal University of Paraná (UFPR)Brazil,"21,850",11.2,1%,n/a
601-800,Federal University of Rio Grande do SulBrazil,"38,743",14.8,1%,50 : 50
601-800,Federal University of Santa CatarinaBrazil,"26,078",12.6,1%,48 : 52
601-800,Federal University of São CarlosBrazil,"18,587",16.9,n/a,n/a
601-800,Federal University of ViçosaBrazil,"13,163",11.4,3%,70 : 30
601-800,Federal University of LavrasBrazil,"10,350",20.9,1%,53 : 47
601-800,Feng Chia UniversityTaiwan,"20,213",23.9,7%,36 : 64
601-800,Florida Institute of TechnologyUnited States,"4,408",13.7,26%,34 : 66
601-800,Fu Jen Catholic UniversityTaiwan,"25,951",22.8,4%,59 : 41
601-800,Gdańsk University of TechnologyPoland,"25,217",23.3,1%,39 : 61
601-800,University of GhanaGhana,"37,274",37.5,2%,41 : 59
601-800,Gifu UniversityJapan,"7,318",12.4,4%,35 : 65
601-800,Glasgow Caledonian UniversityUnited Kingdom,"13,527",21.6,16%,60 : 40
601-800,University of GreenwichUnited Kingdom,"18,096",24.6,32%,53 : 47
601-800,Hacettepe UniversityTurkey,"39,606",20.4,4%,56 : 44
601-800,University of HuddersfieldUnited Kingdom,"15,436",18.1,25%,54 : 46
601-800,University of TehranIran,"53,802",27.0,1%,45 : 55
601-800,Hunan UniversityChina,"42,756",24.7,2%,43 : 57
601-800,University of IbadanNigeria,"26,247",17.1,1%,45 : 55
601-800,University of IndonesiaIndonesia,"43,565",15.8,n/a,51 : 49
601-800,Inha UniversitySouth Korea,"20,353",24.1,3%,36 : 64
601-800,I-Shou UniversityTaiwan,"16,263",29.9,10%,45 : 55
601-800,Istanbul UniversityTurkey,"82,096",41.1,6%,44 : 56
601-800,Jagiellonian UniversityPoland,"42,835",11.5,5%,67 : 33
601-800,Jilin UniversityChina,"65,605",13.6,3%,46 : 54
601-800,University of JordanJordan,"35,577",13.6,13%,67 : 33
601-800,Jordan University of Science and TechnologyJordan,"24,686",16.4,23%,55 : 45
601-800,Juntendo UniversityJapan,"3,955",3.7,1%,52 : 48
601-800,K.N. Toosi University of TechnologyIran,"7,146",24.6,n/a,32 : 68
601-800,Kaohsiung Medical UniversityTaiwan,"7,009",12.6,5%,56 : 44
601-800,Khon Kaen UniversityThailand,"39,669",16.9,1%,62 : 38
601-800,King Mongkut’s University of Technology ThonburiThailand,"17,791",23.7,1%,42 : 58
601-800,Kingston UniversityUnited Kingdom,"20,778",20.9,34%,53 : 47
601-800,Kindai UniversityJapan,"31,216",11.6,2%,n/a
601-800,Kobe UniversityJapan,"15,885",8.4,6%,33 : 67
601-800,Konkuk UniversitySouth Korea,"26,483",23.5,6%,47 : 53
601-800,Kumamoto UniversityJapan,"10,226",7.6,5%,37 : 63
601-800,Kyungpook National UniversitySouth Korea,"27,152",14.4,3%,42 : 58
601-800,Kyushu Institute of Technology (Kyutech)Japan,"5,890",12.1,4%,11 : 89
601-800,University of LatviaLatvia,"15,100",26.5,3%,68 : 32
601-800,Lille 1 University – Science and TechnologyFrance,"19,599",14.5,18%,41 : 59
601-800,University of LincolnUnited Kingdom,"10,665",18.9,11%,54 : 46
601-800,University of LjubljanaSlovenia,"48,821",17.6,4%,60 : 40
601-800,University of Marrakech Cadi AyyadMorocco,"56,060",38.7,1%,46 : 54
601-800,Miami UniversityUnited States,"16,370",20.5,7%,53 : 47
601-800,Middlesex UniversityUnited Kingdom,"17,753",24.7,44%,59 : 41
601-800,University of MurciaSpain,"31,460",15.8,6%,62 : 38
601-800,Nagasaki UniversityJapan,"9,137",7.2,4%,36 : 64
601-800,University of NairobiKenya,"72,676",47.0,1%,40 : 60
601-800,National Chengchi UniversityTaiwan,"16,867",18.4,10%,57 : 43
601-800,National Chung Cheng UniversityTaiwan,"11,989",22.9,1%,n/a
601-800,National Chung Hsing UniversityTaiwan,"15,632",20.3,4%,39 : 61
601-800,National Taipei University of TechnologyTaiwan,"10,227",16.5,3%,25 : 75
601-800,National Taiwan Ocean UniversityTaiwan,"8,240",20.9,5%,30 : 70
601-800,National University of CórdobaArgentina,"108,373",38.1,2%,62 : 38
601-800,National University of Science and Technology (MISiS)Russian Federation,"4,441",6.7,13%,43 : 57
601-800,National University of Sciences and TechnologyPakistan,"9,808",7.8,3%,27 : 73
601-800,Niigata UniversityJapan,"12,460",8.5,3%,37 : 63
601-800,Northumbria UniversityUnited Kingdom,"22,750",19.3,16%,55 : 45
601-800,Northwestern Polytechnical UniversityChina,"23,056",14.1,3%,25 : 75
601-800,Nottingham Trent UniversityUnited Kingdom,"21,852",17.4,17%,55 : 45
601-800,Oakland UniversityUnited States,"14,584",19.8,2%,60 : 40
601-800,Ocean University of ChinaChina,"36,205",20.6,1%,40 : 60
601-800,Ohio UniversityUnited States,"22,224",20.0,9%,50 : 50
601-800,Okayama UniversityJapan,"13,035",8.6,3%,38 : 62
601-800,Osaka Prefecture UniversityJapan,"8,051",7.5,3%,36 : 64
601-800,University of PardubiceCzech Republic,"10,671",19.8,4%,55 : 45
601-800,University of Paris North – Paris 13France,"23,026",23.4,22%,60 : 40
601-800,University of PatrasGreece,"29,251",40.9,4%,46 : 54
601-800,University of PécsHungary,"21,819",15.4,10%,n/a
601-800,Polytechnic University of ValenciaSpain,"33,172",13.6,7%,36 : 64
601-800,Pontifical Catholic University of ParanáBrazil,"7,741",10.9,2%,1 : 99
601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,"14,797",10.1,n/a,50 : 50
601-800,Pontifical Catholic University of ValparaísoChile,"13,493",10.4,n/a,45 : 55
601-800,Prince of Songkla UniversityThailand,"38,274",16.1,1%,69 : 31
601-800,Qatar UniversityQatar,"9,583",19.0,42%,74 : 26
601-800,Rio de Janeiro State University (UERJ)Brazil,"28,757",10.1,n/a,46 : 54
601-800,Rochester Institute of TechnologyUnited States,"12,965",13.5,13%,34 : 66
601-800,Saitama UniversityJapan,"7,469",11.7,2%,33 : 67
601-800,University of SalfordUnited Kingdom,"16,152",17.0,25%,51 : 49
601-800,"University of Santiago, Chile (USACH)Chile","22,739",23.6,1%,39 : 61
601-800,São Paulo State University (UNESP)Brazil,"50,594",13.0,5%,52 : 48
601-800,Savitribai Phule Pune UniversityIndia,"4,858",14.6,3%,25 : 75
601-800,University of Science and Technology BeijingChina,"22,780",15.1,4%,36 : 64
601-800,Sejong UniversitySouth Korea,"11,704",15.5,3%,43 : 57
601-800,University of SeoulSouth Korea,"10,243",19.0,3%,36 : 64
601-800,Shahid Beheshti UniversityIran,"17,800",24.9,1%,52 : 48
601-800,Shanghai UniversityChina,"46,044",17.5,3%,48 : 52
601-800,Shantou UniversityChina,"9,593",13.5,n/a,48 : 52
601-800,Sheffield Hallam UniversityUnited Kingdom,"27,477",18.8,15%,53 : 47
601-800,Shinshu UniversityJapan,"11,232",9.6,3%,n/a
601-800,Showa UniversityJapan,"3,675",2.5,n/a,57 : 43
601-800,Sichuan UniversityChina,"65,035",14.5,2%,48 : 52
601-800,University of Silesia in KatowicePoland,"32,764",17.3,1%,65 : 35
601-800,Slovak University of Technology in BratislavaSlovakia,"16,400",15.3,2%,31 : 69
601-800,Sogang UniversitySouth Korea,"10,625",24.1,7%,43 : 57
601-800,Sophia UniversityJapan,"12,799",24.3,8%,53 : 47
601-800,University of South AfricaSouth Africa,"197,102",108.5,9%,65 : 35
601-800,Southern Federal UniversityRussian Federation,"27,556",9.0,3%,56 : 44
601-800,University of Southern MississippiUnited States,"14,569",18.5,3%,63 : 37
601-800,University of Southern QueenslandAustralia,"13,761",29.2,21%,55 : 45
601-800,Suez Canal UniversityEgypt,"16,817",6.0,n/a,65 : 35
601-800,Sultan Qaboos UniversityOman,"7,089",9.0,3%,50 : 50
