
1,University of OxfordUnited Kingdom,95.0,89.6,99.1,99.2,62.5,94.5
301—350,Linköping UniversitySweden,40.7—43.3,23.9,15.3,79.6,41.7,62.1
301—350,University of LiègeBelgium,40.7—43.3,27.1,33.3,55.4,99.4,70.3
301—350,Loughborough UniversityUnited Kingdom,40.7—43.3,32.9,34.4,54.0,37.0,73.2
301—350,University of MilanItaly,40.7—43.3,32.8,24.5,69.9,42.9,39.4
301—350,Moscow Institute of Physics and TechnologyRussian Federation,40.7—43.3,47.7,33.1,40.8,98.7,50.0
301—350,Nagoya UniversityJapan,40.7—43.3,44.4,41.8,41.2,83.6,28.3
301—350,University of NavarraSpain,40.7—43.3,29.7,23.9,65.3,55.6,55.6
301—350,University of Nebraska-LincolnUnited States,40.7—43.3,31.2,29.1,67.2,38.5,48.0
301—350,University of OregonUnited States,40.7—43.3,24.8,24.5,77.7,33.3,35.5
301—350,Oregon State UniversityUnited States,40.7—43.3,29.3,28.2,69.7,36.0,46.0
301—350,University of PaduaItaly,40.7—43.3,24.5,20.4,80.6,35.5,39.0
301—350,University of PaviaItaly,40.7—43.3,25.3,22.1,73.6,59.3,43.3
301—350,Royal Veterinary CollegeUnited Kingdom,40.7—43.3,26.4,18.3,69.1,41.8,83.3
301—350,Sabancı UniversityTurkey,40.7—43.3,24.3,32.9,61.6,77.7,46.7
301—350,Saint Louis UniversityUnited States,40.7—43.3,36.0,11.9,80.4,33.9,28.9
301—350,University of StirlingUnited Kingdom,40.7—43.3,22.6,24.7,69.6,33.7,75.1
301—350,University of StrasbourgFrance,40.7—43.3,27.2,21.3,67.8,35.7,69.6
301—350,Swansea UniversityUnited Kingdom,40.7—43.3,21.0,26.1,71.8,35.7,75.8
301—350,University of TartuEstonia,40.7—43.3,23.6,23.1,80.9,34.5,48.4
301—350,University of TasmaniaAustralia,40.7—43.3,22.3,29.6,66.3,51.7,77.3
301—350,TU Dortmund UniversityGermany,40.7—43.3,35.5,29.8,57.1,48.7,41.5
301—350,Technion Israel Institute of TechnologyIsrael,40.7—43.3,33.2,36.1,55.9,38.7,62.5
301—350,Temple UniversityUnited States,40.7—43.3,37.2,21.6,68.4,37.4,31.1
301—350,University of TurkuFinland,40.7—43.3,27.0,22.7,72.6,34.5,49.6
301—350,University of VictoriaCanada,40.7—43.3,22.1,22.5,77.9,37.9,73.7
301—350,Vrije Universiteit BrusselBelgium,40.7—43.3,27.3,23.7,66.7,48.3,70.0
301—350,York UniversityCanada,40.7—43.3,29.9,39.7,50.7,37.4,73.5
351—400,Aston UniversityUnited Kingdom,37.6—40.6,20.6,23.9,56.2,34.3,93.5
351—400,Bilkent UniversityTurkey,37.6—40.6,23.4,19.9,68.3,39.7,51.9
351—400,"Binghamton University, State University of New YorkUnited States",37.6—40.6,24.3,20.4,68.5,35.9,40.3
351—400,University of CalabriaItaly,37.6—40.6,14.7,25.8,84.2,33.4,31.1
351—400,University of CanterburyNew Zealand,37.6—40.6,23.8,26.8,56.2,40.5,89.7
351—400,"City, University of LondonUnited Kingdom",37.6—40.6,24.1,25.9,56.2,33.3,91.0
351—400,Claude Bernard University Lyon 1France,37.6—40.6,21.1,16.9,73.1,37.6,47.8
351—400,University College CorkIreland,37.6—40.6,27.7,25.7,54.1,50.6,76.0
351—400,University of CyprusCyprus,37.6—40.6,19.1,25.4,66.6,34.7,75.0
351—400,Drexel UniversityUnited States,37.6—40.6,32.6,16.0,62.0,37.9,47.8
351—400,University of Eastern FinlandFinland,37.6—40.6,25.0,20.5,74.5,35.6,48.0
351—400,Flinders UniversityAustralia,37.6—40.6,22.3,11.3,74.9,36.5,66.1
351—400,Graz University of TechnologyAustria,37.6—40.6,28.5,15.4,60.0,67.8,71.2
351—400,University of GuelphCanada,37.6—40.6,26.1,33.0,48.7,46.9,55.4
351—400,Hanyang UniversitySouth Korea,37.6—40.6,35.0,35.6,35.6,81.8,51.5
351—400,Hong Kong Baptist UniversityHong Kong,37.6—40.6,23.3,13.6,67.4,32.9,79.1
351—400,University of HoustonUnited States,37.6—40.6,35.4,29.4,54.3,40.6,36.8
351—400,ITMO UniversityRussian Federation,37.6—40.6,27.3,17.2,67.1,72.4,40.8
351—400,Indian Institute of Technology BombayIndia,37.6—40.6,39.2,31.1,52.8,46.9,19.2
351—400,Iowa State UniversityUnited States,37.6—40.6,31.2,25.3,60.6,47.5,37.9
351—400,University of KaiserslauternGermany,37.6—40.6,34.7,23.2,50.3,69.2,46.3
351—400,University of KansasUnited States,37.6—40.6,36.7,24.5,54.5,38.3,33.7
351—400,University of KentuckyUnited States,37.6—40.6,36.6,29.3,51.4,39.0,38.2
351—400,Kyung Hee UniversitySouth Korea,37.6—40.6,28.5,35.5,48.5,79.3,51.5
351—400,Kyushu UniversityJapan,37.6—40.6,41.9,35.1,35.7,70.8,31.2
351—400,La Trobe UniversityAustralia,37.6—40.6,26.7,29.7,49.0,45.5,78.7
351—400,Leibniz University of HanoverGermany,37.6—40.6,37.4,37.1,43.2,62.0,44.5
351—400,University of MacauMacao,37.6—40.6,21.5,22.0,53.3,46.3,98.8
351—400,Autonomous University of MadridSpain,37.6—40.6,32.3,28.3,57.4,35.8,51.6
351—400,University of Milan-BicoccaItaly,37.6—40.6,25.5,22.7,70.8,43.9,42.2
351—400,University of MissouriUnited States,37.6—40.6,30.9,19.3,67.0,33.8,34.0
351—400,Montpellier UniversityFrance,37.6—40.6,32.7,18.1,64.6,35.9,57.7
351—400,Maynooth UniversityIreland,37.6—40.6,25.5,24.2,61.0,37.5,77.6
351—400,Norwegian University of Life SciencesNorway,37.6—40.6,25.7,13.2,68.3,37.9,78.0
351—400,University of OklahomaUnited States,37.6—40.6,33.5,17.9,64.1,37.3,33.6
351—400,Paris-Sorbonne University – Paris 4France,37.6—40.6,48.6,38.6,27.9,32.2,54.2
351—400,Plymouth UniversityUnited Kingdom,37.6—40.6,20.0,20.4,71.9,32.5,66.6
351—400,Polytechnic University of TurinItaly,37.6—40.6,25.8,19.0,66.8,49.4,48.5
351—400,University of SalernoItaly,37.6—40.6,18.2,13.1,86.7,39.2,30.8
351—400,Swinburne University of TechnologyAustralia,37.6—40.6,22.9,24.0,60.3,35.5,74.5
351—400,University of Texas at San AntonioUnited States,37.6—40.6,17.3,16.2,85.0,32.4,32.6
351—400,Toyota Technological InstituteJapan,37.6—40.6,22.2,17.0,78.6,59.0,24.1
351—400,University of TriesteItaly,37.6—40.6,26.1,17.9,74.9,35.7,46.0
351—400,Tulane UniversityUnited States,37.6—40.6,41.4,15.7,61.0,35.5,37.9
351—400,University of TurinItaly,37.6—40.6,21.2,20.4,72.9,45.4,38.9
351—400,Victoria UniversityAustralia,37.6—40.6,22.5,22.1,66.9,37.2,70.8
351—400,Victoria University of WellingtonNew Zealand,37.6—40.6,23.3,30.2,48.4,53.6,88.6
351—400,Washington State UniversityUnited States,37.6—40.6,29.6,29.6,59.8,56.9,43.3
351—400,Wayne State UniversityUnited States,37.6—40.6,33.0,15.7,71.9,42.2,33.3
351—400,École des Ponts ParisTechFrance,37.6—40.6,32.9,13.8,61.2,69.7,65.9
351—400,Örebro UniversitySweden,37.6—40.6,17.7,5.9,91.7,33.7,43.6
401—500,American UniversityUnited States,32.6—37.5,40.5,21.3,51.4,37.8,30.1
401—500,Aristotle University of ThessalonikiGreece,32.6—37.5,20.0,15.8,61.8,37.3,39.9
401—500,Atılım UniversityTurkey,32.6—37.5,19.0,8.1,75.3,47.9,33.2
401—500,University of AveiroPortugal,32.6—37.5,30.2,26.2,44.5,41.5,46.5
401—500,Bar-Ilan UniversityIsrael,32.6—37.5,23.5,23.0,49.0,32.8,51.5
401—500,University of Bari Aldo MoroItaly,32.6—37.5,26.0,17.0,61.5,40.4,33.2
401—500,University of BergamoItaly,32.6—37.5,22.2,15.8,64.8,39.0,31.6
401—500,Boğaziçi UniversityTurkey,32.6—37.5,20.9,23.8,57.7,57.4,45.4
401—500,University of BresciaItaly,32.6—37.5,15.1,14.1,74.5,38.2,37.9
401—500,State University of CampinasBrazil,32.6—37.5,44.9,39.6,28.0,46.5,24.1
401—500,University of CanberraAustralia,32.6—37.5,19.9,24.6,50.8,35.0,60.1
401—500,Polytechnic University of CataloniaSpain,32.6—37.5,27.1,17.5,51.2,41.5,51.4
401—500,Central Queensland UniversityAustralia,32.6—37.5,19.0,9.9,73.7,35.1,59.4
401—500,Charles University in PragueCzech Republic,32.6—37.5,30.5,21.4,54.6,32.4,54.6
401—500,Chung-Ang UniversitySouth Korea,32.6—37.5,36.4,31.9,23.3,63.6,49.9
401—500,University of CoimbraPortugal,32.6—37.5,24.1,27.2,44.6,38.2,51.3
401—500,Curtin UniversityAustralia,32.6—37.5,21.0,23.5,52.1,39.5,93.8
401—500,Cyprus University of TechnologyCyprus,32.6—37.5,17.1,13.1,70.3,34.0,67.0
401—500,Dublin City UniversityIreland,32.6—37.5,26.7,26.7,42.7,46.7,78.6
401—500,Ewha Womans UniversitySouth Korea,32.6—37.5,28.4,23.9,46.7,68.7,41.4
401—500,Federico Santa María Technical UniversityChile,32.6—37.5,14.2,10.8,69.0,41.0,54.7
401—500,University of FerraraItaly,32.6—37.5,18.8,17.2,68.4,40.3,42.8
401—500,University of FlorenceItaly,32.6—37.5,20.0,14.0,72.6,38.1,40.4
401—500,Florida International UniversityUnited States,32.6—37.5,25.4,20.1,57.7,35.2,35.3
401—500,University of GenoaItaly,32.6—37.5,27.7,16.7,64.3,45.2,40.2
401—500,Georgia State UniversityUnited States,32.6—37.5,28.1,23.7,60.2,32.3,30.5
401—500,University of GrazAustria,32.6—37.5,23.1,17.0,56.2,33.2,69.5
401—500,University of GreifswaldGermany,32.6—37.5,30.3,19.7,60.6,37.7,43.8
401—500,Hasselt UniversityBelgium,32.6—37.5,21.7,20.9,61.6,49.7,55.2
401—500,Heriot-Watt UniversityUnited Kingdom,32.6—37.5,22.2,24.0,49.3,42.8,92.1
401—500,Higher School of EconomicsRussian Federation,32.6—37.5,31.4,26.6,46.6,40.3,32.2
401—500,Hokkaido UniversityJapan,32.6—37.5,42.2,36.2,30.9,55.0,29.8
401—500,Huazhong University of Science and TechnologyChina,32.6—37.5,31.0,24.7,43.6,68.0,19.9
401—500,Indian Institute of Technology DelhiIndia,32.6—37.5,37.5,23.9,47.0,71.7,15.9
401—500,Indian Institute of Technology KanpurIndia,32.6—37.5,34.6,22.9,38.4,98.8,17.9
401—500,Indian Institute of Technology MadrasIndia,32.6—37.5,38.3,22.3,41.2,81.1,17.5
401—500,Johannes Kepler University of LinzAustria,32.6—37.5,25.3,15.5,49.9,41.2,58.0
401—500,University of JyväskyläFinland,32.6—37.5,27.7,13.9,55.4,35.4,48.2
401—500,Kazan Federal UniversityRussian Federation,32.6—37.5,25.2,14.3,61.2,42.5,30.4
401—500,Keele UniversityUnited Kingdom,32.6—37.5,18.3,20.4,53.6,33.2,73.6
401—500,Kent State UniversityUnited States,32.6—37.5,22.3,17.1,64.6,32.4,34.3
401—500,King Fahd University of Petroleum and MineralsSaudi Arabia,32.6—37.5,28.7,16.8,36.7,92.8,86.8
401—500,Lehigh UniversityUnited States,32.6—37.5,24.9,18.5,63.2,38.0,39.1
401—500,University of LilleFrance,32.6—37.5,19.3,18.8,56.9,37.4,55.4
401—500,Lincoln UniversityNew Zealand,32.6—37.5,25.5,20.8,49.6,41.7,86.0
401—500,University of LisbonPortugal,32.6—37.5,26.3,24.0,59.0,37.8,47.6
401—500,Makerere UniversityUganda,32.6—37.5,15.1,11.8,78.0,36.7,58.3
401—500,University of ManitobaCanada,32.6—37.5,28.7,26.3,53.4,40.6,42.2
401—500,Marche Polytechnic UniversityItaly,32.6—37.5,21.2,7.2,85.8,37.5,28.1
401—500,"University of Maryland, Baltimore CountyUnited States",32.6—37.5,21.3,18.7,58.8,33.4,29.6
401—500,Massey UniversityNew Zealand,32.6—37.5,22.5,19.6,43.3,39.1,92.2
401—500,University of Modena and Reggio EmiliaItaly,32.6—37.5,16.2,10.2,76.2,36.0,36.0
401—500,University of MontanaUnited States,32.6—37.5,34.4,15.4,64.8,36.0,25.4
401—500,Murdoch UniversityAustralia,32.6—37.5,17.9,23.5,57.3,42.8,90.7
401—500,University of NantesFrance,32.6—37.5,17.3,15.5,64.9,35.5,45.4
401—500,University of Naples Federico IIItaly,32.6—37.5,21.6,12.4,76.3,40.1,22.2
401—500,National Cheng Kung University (NCKU)Taiwan,32.6—37.5,30.4,38.0,29.2,99.4,29.9
401—500,National Chiao Tung UniversityTaiwan,32.6—37.5,33.0,40.2,35.3,89.3,33.4
401—500,National Research Nuclear University MEPhIRussian Federation,32.6—37.5,38.0,27.2,41.9,99.7,35.9
401—500,National Taiwan University of Science and Technology (Taiwan Tech)Taiwan,32.6—37.5,30.1,40.5,38.5,70.1,32.3
401—500,University of NeuchâtelSwitzerland,32.6—37.5,24.9,17.6,46.1,34.0,91.4
401—500,New Mexico State UniversityUnited States,32.6—37.5,19.8,21.0,59.3,36.9,33.0
401—500,University of Nice Sophia AntipolisFrance,32.6—37.5,21.9,8.0,58.1,32.5,79.2
401—500,Northern Arizona UniversityUnited States,32.6—37.5,18.8,11.2,82.7,32.6,26.9
401—500,Novosibirsk State UniversityRussian Federation,32.6—37.5,43.2,28.3,33.6,36.3,36.0
401—500,The Open UniversityUnited Kingdom,32.6—37.5,18.8,15.8,58.8,32.6,51.7
401—500,Oxford Brookes UniversityUnited Kingdom,32.6—37.5,27.7,25.3,37.8,32.3,71.5
401—500,Panthéon-Sorbonne University – Paris 1France,32.6—37.5,48.0,40.6,7.3,32.4,50.3
401—500,University of PisaItaly,32.6—37.5,20.4,18.5,73.3,36.5,34.3
401—500,Pontifical Catholic University of ChileChile,32.6—37.5,27.5,23.0,41.8,35.7,53.2
401—500,University of PortoPortugal,32.6—37.5,28.6,26.2,42.3,39.9,45.3
401—500,University of PortsmouthUnited Kingdom,32.6—37.5,16.7,13.2,61.8,32.6,82.4
401—500,Université du Québec à MontréalCanada,32.6—37.5,23.9,20.7,54.3,32.4,58.5
401—500,RMIT UniversityAustralia,32.6—37.5,23.0,20.7,53.6,40.0,85.6
401—500,Renmin University of ChinaChina,32.6—37.5,42.5,19.4,35.4,43.2,46.0
401—500,University of Rome II – Tor VergataItaly,32.6—37.5,25.5,15.3,64.2,38.9,37.9
401—500,University of Rome IIIItaly,32.6—37.5,23.4,20.6,67.5,37.6,37.2
401—500,University of Rovira i VirgiliSpain,32.6—37.5,21.5,15.8,72.1,35.2,45.5
401—500,Saint Petersburg State UniversityRussian Federation,32.6—37.5,48.4,30.7,34.0,33.3,34.0
401—500,University of SalentoItaly,32.6—37.5,25.0,11.8,65.6,37.6,25.2
401—500,San Diego State UniversityUnited States,32.6—37.5,20.9,28.8,64.4,33.2,27.3
401—500,University of SaskatchewanCanada,32.6—37.5,34.2,25.0,43.5,69.0,64.4
401—500,University of SiegenGermany,32.6—37.5,22.2,24.0,60.8,40.7,50.1
401—500,"Soas, University of LondonUnited Kingdom",32.6—37.5,32.9,29.4,29.7,32.2,76.0
401—500,University of St GallenSwitzerland,32.6—37.5,27.2,14.8,50.9,42.8,96.5
401—500,Stellenbosch UniversitySouth Africa,32.6—37.5,28.6,24.8,53.0,32.1,50.3
401—500,Stevens Institute of TechnologyUnited States,32.6—37.5,21.8,18.3,52.2,33.7,77.3
401—500,University of StrathclydeUnited Kingdom,32.6—37.5,24.2,31.2,36.2,46.6,75.1
401—500,Sun Yat-sen UniversityChina,32.6—37.5,35.3,26.3,50.0,54.1,29.6
401—500,Tokyo Medical and Dental University (TMDU)Japan,32.6—37.5,39.4,19.5,50.1,58.2,23.2
401—500,Tokyo Metropolitan UniversityJapan,32.6—37.5,22.6,13.4,68.5,34.0,21.4
401—500,University of TsukubaJapan,32.6—37.5,40.1,32.7,35.1,42.4,37.1
401—500,UiT The Arctic University of NorwayNorway,32.6—37.5,22.7,17.0,64.3,36.9,67.3
401—500,Verona UniversityItaly,32.6—37.5,23.1,13.4,73.4,42.1,40.9
401—500,University of WaikatoNew Zealand,32.6—37.5,20.9,23.2,49.5,34.7,87.8
401—500,Western Sydney UniversityAustralia,32.6—37.5,17.9,24.4,57.9,35.6,77.5
401—500,Wuhan UniversityChina,32.6—37.5,40.9,30.2,29.2,91.1,37.5
401—500,Xiamen UniversityChina,32.6—37.5,26.7,21.6,54.2,7.7,25.5
401—500,École Normale Supérieure de CachanFrance,32.6—37.5,32.1,9.6,54.0,44.0,50.7
501—600,American University of BeirutLebanon,27.6—32.5,28.5,12.8,38.4,38.5,88.1
501—600,"University of the Andes, ColombiaColombia",27.6—32.5,19.9,14.9,50.0,49.4,55.5
501—600,University of ArkansasUnited States,27.6—32.5,24.4,19.2,39.2,39.1,27.9
501—600,Athens University of Economics and BusinessGreece,27.6—32.5,16.9,20.5,41.2,37.9,43.1
501—600,Auckland University of TechnologyNew Zealand,27.6—32.5,17.8,12.5,45.9,33.9,94.8
501—600,University of the Basque CountrySpain,27.6—32.5,20.9,14.3,50.2,34.7,37.9
501—600,Ben-Gurion University of the NegevIsrael,27.6—32.5,23.8,27.5,35.5,42.9,34.5
501—600,Bond UniversityAustralia,27.6—32.5,18.7,21.2,37.1,36.3,89.5
501—600,Université Bourgogne Franche-Comté (UBFC)France,27.6—32.5,21.5,11.7,56.6,34.5,51.6
501—600,University of CagliariItaly,27.6—32.5,19.0,12.2,56.6,35.2,34.5
501—600,Carleton UniversityCanada,27.6—32.5,19.5,25.6,33.9,33.9,63.6
501—600,University of CataniaItaly,27.6—32.5,15.3,12.9,68.3,34.6,26.8
501—600,Catholic University of the Sacred HeartItaly,27.6—32.5,18.0,7.6,56.4,40.3,39.1
501—600,Ca’ Foscari University of VeniceItaly,27.6—32.5,21.1,25.9,46.1,35.3,41.2
501—600,University of ChileChile,27.6—32.5,25.4,18.4,36.9,32.1,46.7
501—600,China Agricultural UniversityChina,27.6—32.5,33.9,21.8,29.4,47.8,18.6
501—600,"China Medical University, TaiwanTaiwan",27.6—32.5,24.0,24.4,45.2,69.6,27.0
501—600,Complutense University of MadridSpain,27.6—32.5,30.7,27.1,36.7,36.0,40.1
501—600,Concordia UniversityCanada,27.6—32.5,19.2,24.7,40.9,34.4,79.2
501—600,Creighton UniversityUnited States,27.6—32.5,42.3,9.7,45.1,35.7,27.8
501—600,East China Normal UniversityChina,27.6—32.5,27.4,18.7,46.7,45.1,41.6
501—600,East China University of Science and TechnologyChina,27.6—32.5,22.5,15.2,51.9,60.7,25.6
501—600,Edith Cowan UniversityAustralia,27.6—32.5,17.9,19.1,45.7,36.5,68.5
501—600,University of GranadaSpain,27.6—32.5,21.9,16.8,46.3,33.2,43.1
501—600,Harbin Institute of TechnologyChina,27.6—32.5,31.1,27.7,24.4,97.7,27.9
501—600,University of HertfordshireUnited Kingdom,27.6—32.5,15.9,11.5,56.2,33.0,77.5
501—600,Hiroshima UniversityJapan,27.6—32.5,30.0,14.0,41.2,45.4,24.0
501—600,University of HullUnited Kingdom,27.6—32.5,19.9,20.8,46.4,34.2,73.3
501—600,Indian Institute of Technology KharagpurIndia,27.6—32.5,31.0,19.4,44.5,49.5,16.0
501—600,Indian Institute of Technology RoorkeeIndia,27.6—32.5,26.9,15.8,55.1,64.3,15.2
501—600,University of IoanninaGreece,27.6—32.5,14.3,14.8,64.8,35.5,40.3
501—600,Iran University of Science and TechnologyIran,27.6—32.5,23.2,23.7,41.8,50.7,13.9
501—600,Istanbul Technical UniversityTurkey,27.6—32.5,24.0,24.6,32.4,100.0,24.8
501—600,Jadavpur UniversityIndia,27.6—32.5,32.1,15.4,37.6,39.1,14.1
501—600,Kansas State UniversityUnited States,27.6—32.5,25.0,17.9,40.7,44.4,43.9
501—600,"Khalifa University of Science, Technology and ResearchUnited Arab Emirates",27.6—32.5,24.9,12.1,43.2,45.8,93.3
501—600,King Saud UniversitySaudi Arabia,27.6—32.5,24.0,27.9,28.7,96.4,76.0
501—600,University of KwaZulu-NatalSouth Africa,27.6—32.5,21.5,25.3,42.9,39.5,59.4
501—600,Lappeenranta University of TechnologyFinland,27.6—32.5,28.4,26.3,28.7,61.5,55.9
501—600,University of LimerickIreland,27.6—32.5,18.5,19.0,44.3,36.0,82.6
501—600,Liverpool John Moores UniversityUnited Kingdom,27.6—32.5,16.1,13.3,56.7,32.7,65.0
501—600,Louisiana State UniversityUnited States,27.6—32.5,31.1,20.2,42.1,32.1,29.7
501—600,Mahidol UniversityThailand,27.6—32.5,29.4,13.4,36.8,50.8,42.9
501—600,University of MariborSlovenia,27.6—32.5,16.0,13.1,51.2,39.6,35.5
501—600,Memorial University of NewfoundlandCanada,27.6—32.5,18.8,16.8,50.9,52.1,37.9
501—600,Middlesex UniversityUnited Kingdom,27.6—32.5,18.5,13.2,39.5,32.2,84.9
501—600,University of MinhoPortugal,27.6—32.5,22.2,22.1,39.2,50.3,46.3
501—600,Missouri University of Science and TechnologyUnited States,27.6—32.5,20.0,24.7,34.0,45.4,65.3
501—600,Montana State UniversityUnited States,27.6—32.5,18.7,20.7,56.7,43.3,26.2
501—600,Monterrey Institute of Technology and Higher EducationMexico,27.6—32.5,25.0,16.6,36.5,93.5,67.6
501—600,National Autonomous University of MexicoMexico,27.6—32.5,36.8,33.0,17.8,60.2,37.2
501—600,National Institute of Applied Sciences of Lyon (INSA Lyon)France,27.6—32.5,27.3,11.9,43.0,66.7,76.4
501—600,National Taiwan Normal UniversityTaiwan,27.6—32.5,28.2,31.1,17.6,78.3,44.4
501—600,National Yang-Ming UniversityTaiwan,27.6—32.5,31.5,15.8,37.7,35.5,17.1
501—600,National and Kapodistrian University of AthensGreece,27.6—32.5,27.0,16.4,46.8,38.0,43.0
501—600,University of Nebraska Medical CenterUnited States,27.6—32.5,36.4,12.9,35.8,37.1,36.8
501—600,New Jersey Institute of TechnologyUnited States,27.6—32.5,21.3,17.8,47.9,47.6,55.1
501—600,NOVA University of LisbonPortugal,27.6—32.5,23.7,21.7,45.2,42.3,52.0
501—600,Oklahoma State UniversityUnited States,27.6—32.5,26.4,24.7,41.7,36.3,27.2
501—600,Old Dominion UniversityUnited States,27.6—32.5,23.1,17.7,53.2,1.7,27.5
501—600,Otto von Guericke University of MagdeburgGermany,27.6—32.5,23.0,14.2,40.3,41.1,49.2
501—600,University of PaderbornGermany,27.6—32.5,23.6,22.3,35.9,41.4,40.6
501—600,University of PalermoItaly,27.6—32.5,17.8,11.1,70.5,34.2,24.1
501—600,University of ParmaItaly,27.6—32.5,15.1,19.8,58.2,37.2,36.4
501—600,Pontifical Javeriana UniversityColombia,27.6—32.5,15.8,8.0,63.7,32.8,44.0
501—600,Pusan National UniversitySouth Korea,27.6—32.5,27.8,27.1,25.6,63.8,33.9
501—600,Qatar UniversityQatar,27.6—32.5,16.2,16.3,45.2,41.8,99.9
501—600,University of ReginaCanada,27.6—32.5,16.5,11.9,48.8,34.8,50.9
501—600,University of Rennes 1France,27.6—32.5,22.3,17.0,50.7,41.6,54.9
501—600,Roskilde UniversityDenmark,27.6—32.5,17.9,28.3,39.9,35.6,47.1
501—600,Sejong UniversitySouth Korea,27.6—32.5,21.5,15.7,47.4,35.6,29.8
501—600,Semmelweis UniversityHungary,27.6—32.5,24.0,12.8,50.2,34.5,71.3
501—600,Sharif University of TechnologyIran,27.6—32.5,25.1,27.4,37.6,85.3,17.9
501—600,Université de SherbrookeCanada,27.6—32.5,22.2,13.3,45.8,34.7,56.2
501—600,University of SienaItaly,27.6—32.5,20.7,13.8,52.2,34.7,42.4
501—600,Sogang UniversitySouth Korea,27.6—32.5,24.9,27.5,32.7,48.4,26.0
501—600,Soochow UniversityChina,27.6—32.5,19.7,15.8,58.8,68.1,18.3
501—600,Southeast UniversityChina,27.6—32.5,27.2,30.4,28.9,92.7,22.0
501—600,Southern Cross UniversityAustralia,27.6—32.5,16.9,23.1,47.1,38.6,52.6
501—600,State University of New York AlbanyUnited States,27.6—32.5,23.5,22.8,45.8,32.7,34.4
501—600,University of the Sunshine CoastAustralia,27.6—32.5,15.2,17.9,47.1,33.5,60.0
501—600,Tampere University of TechnologyFinland,27.6—32.5,23.0,14.9,44.3,64.6,56.1
501—600,University of Texas at ArlingtonUnited States,27.6—32.5,20.0,17.4,48.3,40.7,36.3
501—600,Tianjin UniversityChina,27.6—32.5,32.6,29.2,21.9,99.3,16.5
501—600,University of ToledoUnited States,27.6—32.5,32.8,14.1,33.6,44.3,38.8
501—600,Tomsk Polytechnic UniversityRussian Federation,27.6—32.5,31.3,16.2,43.2,59.1,40.6
501—600,Tomsk State UniversityRussian Federation,27.6—32.5,38.2,22.7,15.4,61.8,48.0
501—600,Tongji UniversityChina,27.6—32.5,32.4,35.2,22.3,98.7,39.2
501—600,University of TulsaUnited States,27.6—32.5,33.6,15.3,41.9,66.6,44.6
501—600,University of UlsanSouth Korea,27.6—32.5,19.4,18.8,60.8,54.7,18.7
501—600,Ulster UniversityUnited Kingdom,27.6—32.5,18.7,15.3,49.5,33.1,70.7
501—600,United Arab Emirates UniversityUnited Arab Emirates,27.6—32.5,24.0,16.0,38.7,33.2,95.4
501—600,University of Urbino Carlo BoItaly,27.6—32.5,14.1,7.9,59.5,35.0,37.7
501—600,University of ValenciaSpain,27.6—32.5,20.9,18.4,50.5,34.4,41.7
501—600,Polytechnic University of ValenciaSpain,27.6—32.5,22.1,24.8,43.9,44.3,41.9
501—600,University of WarsawPoland,27.6—32.5,25.0,16.5,45.2,32.7,44.2
501—600,Warsaw University of TechnologyPoland,27.6—32.5,18.4,9.9,59.0,36.7,21.5
501—600,University of Wisconsin-MilwaukeeUnited States,27.6—32.5,21.1,17.8,53.6,34.0,28.2
501—600,Xi’an Jiaotong UniversityChina,27.6—32.5,35.3,26.3,32.9,54.9,26.2
501—600,University of ZaragozaSpain,27.6—32.5,20.3,12.5,49.7,38.6,35.1
601—800,University of A CoruñaSpain,18.6—27.5,17.6,10.9,23.7,35.5,27.3
601—800,AGH University of Science and TechnologyPoland,18.6—27.5,16.1,11.0,40.3,36.6,19.4
601—800,Ajou UniversitySouth Korea,18.6—27.5,20.8,12.4,28.1,48.4,22.2
601—800,University of AlcaláSpain,18.6—27.5,19.6,11.5,31.8,42.2,55.8
601—800,Alfaisal UniversitySaudi Arabia,18.6—27.5,16.9,7.3,32.2,37.4,96.0
601—800,Aligarh Muslim UniversityIndia,18.6—27.5,25.7,9.5,30.5,36.2,21.9
601—800,American University of SharjahUnited Arab Emirates,18.6—27.5,16.3,12.3,13.6,33.2,95.3
601—800,American University in CairoEgypt,18.6—27.5,24.8,8.7,16.4,33.2,69.4
601—800,Amirkabir University of TechnologyIran,18.6—27.5,22.7,18.9,35.5,59.9,15.4
601—800,University of AntioquiaColombia,18.6—27.5,16.5,18.5,13.9,43.3,38.8
601—800,"Asia University, TaiwanTaiwan",18.6—27.5,13.5,18.4,24.1,45.1,19.6
601—800,Auburn UniversityUnited States,18.6—27.5,31.7,18.3,24.2,40.0,30.9
601—800,Austral University of ChileChile,18.6—27.5,16.6,9.8,20.0,43.8,47.4
601—800,Australian Catholic UniversityAustralia,18.6—27.5,14.9,17.7,44.2,35.4,40.3
601—800,Babeş-Bolyai UniversityRomania,18.6—27.5,25.2,11.5,29.9,32.7,38.1
601—800,Bauman Moscow State Technical UniversityRussian Federation,18.6—27.5,35.9,18.3,3.1,44.0,17.4
601—800,University of BedfordshireUnited Kingdom,18.6—27.5,14.9,10.0,22.6,32.8,73.1
601—800,Beijing Institute of TechnologyChina,18.6—27.5,30.0,24.7,13.0,78.4,19.2
601—800,University of Beira InteriorPortugal,18.6—27.5,18.5,12.7,42.4,32.6,37.7
601—800,"Birla Institute of Technology and Science, PilaniIndia",18.6—27.5,16.9,7.5,38.9,33.1,15.5
